HBVX 2009 Version 3.8: HBV model. Coding by: N. Kayastha, D.L Shrestha and D. P. Solomatine, 2007
12-6-2014 7:06:40
Name of Catchment: Brue
Output to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\output.asc
State variable to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\state.asc
Input calibration(CAL) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\caldata.cal  (1000 time points)
Input initial condition(INI) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\init.ini
Input parameter(PIN) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\g.pin  with values:
           138.9100,           0.4973,           1.4056,           2.2471,           0.0016,           0.0037,           0.1454,           0.0358,          10.5840,           0.0000,           0.0000,           0.0000,           0.0000, 
Calculated error value(s), excluding initial warmup period of 100 Time steps:-
  (2) Coefficient of efficiency               :        0,9362
  (3) Weighted root mean squared error        :        1,1139
  (10) RMSE of LOW flow events                 :        0,4599
  (11) RMSE of PEAK flow events                :        4,7800

Time step 1 corresponds to starting date(YYYYMMDDHH)1994120720 
Time,Rainfall,     Snowfall,    ActualET,    Qrec,        Qcomp,       SurfaceFlow,  Baseflow
     1,     0.00000,      0.00000,     0.01610,     5.01280,     0.10403,     0.06684,     0.03718
     2,     0.00000,      0.00000,     0.00150,     4.79440,     0.40941,     0.26045,     0.14896
     3,     0.00000,      0.00000,     0.00980,     4.63940,     0.90345,     0.56768,     0.33577
     4,     0.00600,      0.00000,     0.02380,     4.51340,     1.57489,     0.97685,     0.59804
     5,     0.28800,      0.00000,     0.03320,     4.38010,     2.42031,     1.48408,     0.93623
     6,     0.43500,      0.00000,     0.02250,     4.24640,     3.34270,     2.02922,     1.31347
     7,     0.02300,      0.00000,     0.03120,     4.13680,     4.05519,     2.43031,     1.62488
     8,     0.75800,      0.00000,     0.03070,     4.02810,     4.57414,     2.71045,     1.86369
     9,     1.26500,      0.00000,     0.01960,     3.94700,     4.96937,     2.93992,     2.02946
    10,     1.17700,      0.00000,     0.01880,     3.89130,     5.32176,     3.20003,     2.12173
    11,     1.01200,      0.00000,     0.01920,     3.87900,     5.70416,     3.55765,     2.14651
    12,     0.43200,      0.00000,     0.01740,     3.91140,     6.29151,     4.13287,     2.15864
    13,     1.22800,      0.00000,     0.01730,     4.09700,     7.15258,     4.98185,     2.17072
    14,     2.91100,      0.00000,     0.01170,     4.47990,     8.40905,     6.22629,     2.18276
    15,     2.65800,      0.00000,     0.00830,     5.23850,    10.25504,     8.06028,     2.19476
    16,     0.12300,      0.00000,     0.00710,     6.90800,    12.65185,    10.44514,     2.20671
    17,     0.87400,      0.00000,     0.00930,     9.65780,    15.43946,    13.22084,     2.21861
    18,     0.22800,      0.00000,     0.02050,    12.52900,    18.51023,    16.27975,     2.23048
    19,     0.00700,      0.00000,     0.06440,    15.37830,    21.49150,    19.24920,     2.24230
    20,     0.00000,      0.00000,     0.05750,    18.75390,    23.69777,    21.44370,     2.25407
    21,     0.00300,      0.00000,     0.01580,    22.27100,    24.67786,    22.41206,     2.26581
    22,     0.89100,      0.00000,     0.00340,    25.24800,    24.65905,    22.38156,     2.27750
    23,     1.70100,      0.00000,     0.00000,    25.83590,    23.82381,    21.53466,     2.28914
    24,     0.31200,      0.00000,     0.00000,    23.57190,    22.52557,    20.22482,     2.30075
    25,     0.25700,      0.00000,     0.00000,    20.06590,    21.21888,    18.90657,     2.31231
    26,     0.12400,      0.00000,     0.00630,    16.88190,    20.32435,    18.00052,     2.32383
    27,     0.00000,      0.00000,     0.00000,    14.54590,    19.81485,    17.47954,     2.33531
    28,     0.03600,      0.00000,     0.00000,    13.22710,    19.45874,    17.11200,     2.34674
    29,     0.01800,      0.00000,     0.00000,    12.88790,    18.91430,    16.55616,     2.35813
    30,     0.01500,      0.00000,     0.00000,    12.93280,    18.11786,    15.74837,     2.36949
    31,     0.00000,      0.00000,     0.00000,    12.76660,    17.04842,    14.66763,     2.38080
    32,     0.00000,      0.00000,     0.00000,    12.08620,    15.73238,    13.34032,     2.39206
    33,     0.00500,      0.00000,     0.00000,    11.16790,    14.30582,    11.90253,     2.40329
    34,     0.00100,      0.00000,     0.00000,    10.25760,    12.97214,    10.55766,     2.41448
    35,     0.00800,      0.00000,     0.00000,     9.42290,    11.78157,     9.35594,     2.42562
    36,     0.00000,      0.00000,     0.00000,     8.70680,    10.73768,     8.30096,     2.43673
    37,     0.00000,      0.00000,     0.00000,     8.11900,     9.83009,     7.38230,     2.44779
    38,     0.00400,      0.00000,     0.00370,     7.65340,     9.03723,     6.57842,     2.45881
    39,     0.04600,      0.00000,     0.01620,     7.21500,     8.34342,     5.87363,     2.46979
    40,     0.03000,      0.00000,     0.03490,     6.82970,     7.73649,     5.25575,     2.48074
    41,     0.00100,      0.00000,     0.05550,     6.50390,     7.20460,     4.71296,     2.49164
    42,     0.00000,      0.00000,     0.07990,     6.15200,     6.73710,     4.23460,     2.50250
    43,     0.00800,      0.00000,     0.05420,     6.00600,     6.32514,     3.81182,     2.51332
    44,     0.00000,      0.00000,     0.02370,     5.85150,     5.96025,     3.43615,     2.52410
    45,     0.01100,      0.00000,     0.00660,     5.82600,     5.63247,     3.09762,     2.53485
    46,     0.00700,      0.00000,     0.00000,     5.62860,     5.33548,     2.78993,     2.54555
    47,     0.00000,      0.00000,     0.00000,     5.33540,     5.06556,     2.50935,     2.55621
    48,     0.00000,      0.00000,     0.00000,     5.16600,     4.81940,     2.25256,     2.56684
    49,     0.00000,      0.00000,     0.00000,     5.03420,     4.59422,     2.01680,     2.57743
    50,     0.00000,      0.00000,     0.00000,     4.91450,     4.38956,     1.80159,     2.58797
    51,     0.00000,      0.00000,     0.00000,     4.78880,     4.20415,     1.60567,     2.59848
    52,     0.00000,      0.00000,     0.00000,     4.68580,     4.03599,     1.42704,     2.60895
    53,     0.00000,      0.00000,     0.00000,     4.56960,     3.88344,     1.26406,     2.61938
    54,     0.00400,      0.00000,     0.00000,     4.47400,     3.74533,     1.11556,     2.62978
    55,     0.00400,      0.00000,     0.00000,     4.37310,     3.62055,     0.98041,     2.64013
    56,     0.00000,      0.00000,     0.00110,     4.28940,     3.50828,     0.85783,     2.65045
    57,     0.00800,      0.00000,     0.00530,     4.21140,     3.40781,     0.74708,     2.66073
    58,     0.00700,      0.00000,     0.01290,     4.12850,     3.31830,     0.64733,     2.67097
    59,     0.02500,      0.00000,     0.00970,     4.06250,     3.23904,     0.55787,     2.68118
    60,     0.04100,      0.00000,     0.00640,     3.99510,     3.16946,     0.47812,     2.69134
    61,     0.03500,      0.00000,     0.01220,     3.93050,     3.10906,     0.40759,     2.70147
    62,     0.01800,      0.00000,     0.01420,     3.87890,     3.05732,     0.34575,     2.71156
    63,     0.00400,      0.00000,     0.01880,     3.82840,     3.01343,     0.29181,     2.72162
    64,     0.00000,      0.00000,     0.02140,     3.77430,     2.97653,     0.24489,     2.73164
    65,     0.00000,      0.00000,     0.02340,     3.73260,     2.94553,     0.20391,     2.74162
    66,     0.00100,      0.00000,     0.04040,     3.73920,     2.91931,     0.16775,     2.75157
    67,     0.00000,      0.00000,     0.02810,     3.73250,     2.89703,     0.13556,     2.76147
    68,     0.00800,      0.00000,     0.01780,     3.49840,     2.87834,     0.10700,     2.77135
    69,     0.06600,      0.00000,     0.01200,     3.32090,     2.86318,     0.08200,     2.78118
    70,     0.00000,      0.00000,     0.02060,     3.48890,     2.85165,     0.06067,     2.79098
    71,     0.00000,      0.00000,     0.02420,     3.47810,     2.84386,     0.04311,     2.80075
    72,     0.00000,      0.00000,     0.02090,     3.44100,     2.83979,     0.02931,     2.81048
    73,     0.00000,      0.00000,     0.01370,     3.39750,     2.83882,     0.01901,     2.81981
    74,     0.00000,      0.00000,     0.01650,     3.36180,     2.83973,     0.01169,     2.82804
    75,     0.00100,      0.00000,     0.01620,     3.32220,     2.84115,     0.00669,     2.83445
    76,     0.00000,      0.00000,     0.02320,     3.28280,     2.84188,     0.00353,     2.83835
    77,     0.00000,      0.00000,     0.02350,     3.24450,     2.84071,     0.00169,     2.83902
    78,     0.00000,      0.00000,     0.02640,     3.20960,     2.83682,     0.00070,     2.83612
    79,     0.00000,      0.00000,     0.02720,     3.17840,     2.83053,     0.00022,     2.83031
    80,     0.02100,      0.00000,     0.02010,     3.15090,     2.82242,     0.00004,     2.82238
    81,     0.00000,      0.00000,     0.02040,     3.12240,     2.81309,     0.00000,     2.81308
    82,     0.00700,      0.00000,     0.03410,     3.08890,     2.80316,     0.00000,     2.80316
    83,     0.00000,      0.00000,     0.02950,     3.05540,     2.79327,     0.00000,     2.79327
    84,     0.00000,      0.00000,     0.01930,     3.02440,     2.78355,     0.00000,     2.78355
    85,     0.03600,      0.00000,     0.02030,     2.99840,     2.77403,     0.00000,     2.77403
    86,     0.00800,      0.00000,     0.02390,     2.97190,     2.76467,     0.00000,     2.76467
    87,     0.00000,      0.00000,     0.02630,     2.94600,     2.75546,     0.00000,     2.75546
    88,     0.00000,      0.00000,     0.09910,     2.91260,     2.74637,     0.00000,     2.74637
    89,     0.00000,      0.00000,     0.06080,     2.88750,     2.73738,     0.00000,     2.73738
    90,     0.00000,      0.00000,     0.08740,     2.86310,     2.72843,     0.00000,     2.72843
    91,     0.00000,      0.00000,     0.08300,     2.83900,     2.71933,     0.00000,     2.71933
    92,     0.00000,      0.00000,     0.04770,     2.81650,     2.71003,     0.00000,     2.71003
    93,     0.00000,      0.00000,     0.01440,     2.81020,     2.70055,     0.00000,     2.70055
    94,     0.00100,      0.00000,     0.00710,     2.77310,     2.69091,     0.00000,     2.69091
    95,     0.00000,      0.00000,     0.00910,     2.73800,     2.68111,     0.00000,     2.68111
    96,     0.00000,      0.00000,     0.01360,     2.71050,     2.67129,     0.00000,     2.67129
    97,     0.00000,      0.00000,     0.01350,     2.68800,     2.66150,     0.00000,     2.66150
    98,     0.00000,      0.00000,     0.01550,     2.66680,     2.65175,     0.00000,     2.65175
    99,     0.00000,      0.00000,     0.01480,     2.63800,     2.64203,     0.00000,     2.64203
   100,     0.00500,      0.00000,     0.01690,     2.62180,     2.63236,     0.00000,     2.63236
   101,     0.00000,      0.00000,     0.00700,     2.60300,     2.62274,     0.00000,     2.62274
   102,     0.00000,      0.00000,     0.00000,     2.58800,     2.61318,     0.00000,     2.61318
   103,     0.00400,      0.00000,     0.00490,     2.56680,     2.60368,     0.00000,     2.60368
   104,     0.00000,      0.00000,     0.00040,     2.54680,     2.59425,     0.00000,     2.59425
   105,     0.00000,      0.00000,     0.00000,     2.52640,     2.58488,     0.00000,     2.58488
   106,     0.00700,      0.00000,     0.00240,     2.51150,     2.57555,     0.00000,     2.57555
   107,     0.00000,      0.00000,     0.00820,     2.48900,     2.56628,     0.00000,     2.56628
   108,     0.00000,      0.00000,     0.00960,     2.47400,     2.55707,     0.00000,     2.55707
   109,     0.00000,      0.00000,     0.01440,     2.46240,     2.54788,     0.00000,     2.54788
   110,     0.00000,      0.00000,     0.01590,     2.45000,     2.53873,     0.00000,     2.53873
   111,     0.00000,      0.00000,     0.04170,     2.43870,     2.52960,     0.00000,     2.52960
   112,     0.00000,      0.00000,     0.05070,     2.41790,     2.52046,     0.00000,     2.52046
   113,     0.00000,      0.00000,     0.04410,     2.40220,     2.51132,     0.00000,     2.51132
   114,     0.00000,      0.00000,     0.05470,     2.39480,     2.50217,     0.00000,     2.50217
   115,     0.01400,      0.00000,     0.05830,     2.38110,     2.49306,     0.00000,     2.49306
   116,     0.00000,      0.00000,     0.03570,     2.36200,     2.48401,     0.00000,     2.48401
   117,     0.00000,      0.00000,     0.01700,     2.34460,     2.47506,     0.00000,     2.47506
   118,     0.01400,      0.00000,     0.01530,     2.32680,     2.46623,     0.00000,     2.46623
   119,     0.00000,      0.00000,     0.02290,     2.31090,     2.45756,     0.00000,     2.45756
   120,     0.00000,      0.00000,     0.01030,     2.29780,     2.44902,     0.00000,     2.44902
   121,     0.01400,      0.00000,     0.01340,     2.28660,     2.44054,     0.00000,     2.44054
   122,     0.00000,      0.00000,     0.01090,     2.27120,     2.43215,     0.00000,     2.43215
   123,     0.00000,      0.00000,     0.01200,     2.25510,     2.42383,     0.00000,     2.42383
   124,     0.00000,      0.00000,     0.01150,     2.23980,     2.41548,     0.00000,     2.41548
   125,     0.00000,      0.00000,     0.01120,     2.22690,     2.40710,     0.00000,     2.40710
   126,     0.00700,      0.00000,     0.01010,     2.21320,     2.39873,     0.00000,     2.39873
   127,     0.01400,      0.00000,     0.01020,     2.19790,     2.39033,     0.00000,     2.39033
   128,     0.00000,      0.00000,     0.00870,     2.18800,     2.38193,     0.00000,     2.38193
   129,     0.00000,      0.00000,     0.00580,     2.17760,     2.37358,     0.00000,     2.37358
   130,     0.00000,      0.00000,     0.00000,     2.16110,     2.36529,     0.00000,     2.36529
   131,     0.00000,      0.00000,     0.00000,     2.15000,     2.35705,     0.00000,     2.35705
   132,     0.00000,      0.00000,     0.00000,     2.13560,     2.34884,     0.00000,     2.34884
   133,     0.00000,      0.00000,     0.00150,     2.12720,     2.34056,     0.00000,     2.34056
   134,     0.00200,      0.00000,     0.00550,     2.10980,     2.33224,     0.00000,     2.33224
   135,     0.00000,      0.00000,     0.02460,     2.10180,     2.32385,     0.00000,     2.32385
   136,     0.00000,      0.00000,     0.03000,     2.09300,     2.31542,     0.00000,     2.31542
   137,     0.00000,      0.00000,     0.02670,     2.09190,     2.30696,     0.00000,     2.30696
   138,     0.08400,      0.00000,     0.03070,     2.08500,     2.29872,     0.00000,     2.29872
   139,     0.04400,      0.00000,     0.02470,     2.07650,     2.29100,     0.00000,     2.29100
   140,     0.00100,      0.00000,     0.02050,     2.07290,     2.28389,     0.00000,     2.28389
   141,     0.00000,      0.00000,     0.01460,     2.06120,     2.27740,     0.00000,     2.27740
   142,     0.00000,      0.00000,     0.00960,     2.05500,     2.27152,     0.00000,     2.27152
   143,     0.02100,      0.00000,     0.01290,     2.04940,     2.26609,     0.00000,     2.26609
   144,     1.20000,      0.00000,     0.00510,     2.04350,     2.26196,     0.00108,     2.26088
   145,     0.47500,      0.00000,     0.00080,     2.03610,     2.26157,     0.00529,     2.25628
   146,     0.42400,      0.00000,     0.00000,     2.02700,     2.26768,     0.01469,     2.25298
   147,     0.66400,      0.00000,     0.00050,     2.03260,     2.28499,     0.03329,     2.25170
   148,     0.20200,      0.00000,     0.00740,     2.03970,     2.31734,     0.06422,     2.25313
   149,     0.01900,      0.00000,     0.01200,     2.05290,     2.36349,     0.10571,     2.25778
   150,     0.00700,      0.00000,     0.01460,     2.08250,     2.41705,     0.15184,     2.26520
   151,     0.00000,      0.00000,     0.01280,     2.11200,     2.47152,     0.19681,     2.27471
   152,     0.00000,      0.00000,     0.01040,     2.15000,     2.51842,     0.23285,     2.28557
   153,     0.00000,      0.00000,     0.00980,     2.17020,     2.54705,     0.24996,     2.29708
   154,     0.00000,      0.00000,     0.00000,     2.18010,     2.55553,     0.24687,     2.30866
   155,     0.00100,      0.00000,     0.00000,     2.19890,     2.54815,     0.22796,     2.32019
   156,     0.00000,      0.00000,     0.00000,     2.23620,     2.52974,     0.19805,     2.33168
   157,     0.00000,      0.00000,     0.00000,     2.27340,     2.50542,     0.16229,     2.34313
   158,     0.00700,      0.00000,     0.00000,     2.28540,     2.48228,     0.12775,     2.35454
   159,     0.00400,      0.00000,     0.02480,     2.26980,     2.46367,     0.09777,     2.36590
   160,     0.00000,      0.00000,     0.06320,     2.24810,     2.44992,     0.07270,     2.37722
   161,     0.00400,      0.00000,     0.08380,     2.22690,     2.44076,     0.05226,     2.38851
   162,     0.00000,      0.00000,     0.07460,     2.21320,     2.43582,     0.03607,     2.39975
   163,     0.00000,      0.00000,     0.02880,     2.19540,     2.43435,     0.02371,     2.41063
   164,     0.01200,      0.00000,     0.01700,     2.16910,     2.43520,     0.01468,     2.42052
   165,     0.00000,      0.00000,     0.00120,     2.14860,     2.43716,     0.00843,     2.42873
   166,     0.00000,      0.00000,     0.00000,     2.12840,     2.43897,     0.00442,     2.43455
   167,     0.00000,      0.00000,     0.00000,     2.11420,     2.43934,     0.00207,     2.43727
   168,     0.00000,      0.00000,     0.00000,     2.09680,     2.43734,     0.00082,     2.43651
   169,     0.00000,      0.00000,     0.00000,     2.09940,     2.43304,     0.00026,     2.43279
   170,     0.00400,      0.00000,     0.00000,     2.05780,     2.42679,     0.00005,     2.42674
   171,     0.00000,      0.00000,     0.00000,     2.04710,     2.41911,     0.00001,     2.41910
   172,     0.00000,      0.00000,     0.00000,     2.04590,     2.41059,     0.00000,     2.41059
   173,     0.00000,      0.00000,     0.00000,     2.03600,     2.40187,     0.00000,     2.40187
   174,     0.00000,      0.00000,     0.00000,     2.02810,     2.39314,     0.00000,     2.39314
   175,     0.00000,      0.00000,     0.00000,     2.01790,     2.38444,     0.00000,     2.38444
   176,     0.00000,      0.00000,     0.00000,     2.00240,     2.37575,     0.00000,     2.37575
   177,     0.00000,      0.00000,     0.00000,     1.99900,     2.36708,     0.00000,     2.36708
   178,     0.00700,      0.00000,     0.00000,     1.98690,     2.35845,     0.00000,     2.35845
   179,     0.00400,      0.00000,     0.00000,     1.97440,     2.34986,     0.00000,     2.34986
   180,     0.00000,      0.00000,     0.00250,     1.96480,     2.34134,     0.00000,     2.34134
   181,     0.01100,      0.00000,     0.00010,     1.95540,     2.33291,     0.00000,     2.33291
   182,     0.00700,      0.00000,     0.00000,     1.94640,     2.32462,     0.00000,     2.32462
   183,     0.10800,      0.00000,     0.03400,     1.94190,     2.31671,     0.00000,     2.31671
   184,     0.05400,      0.00000,     0.06280,     1.93400,     2.30951,     0.00000,     2.30951
   185,     0.00100,      0.00000,     0.05840,     1.92520,     2.30311,     0.00000,     2.30311
   186,     0.00000,      0.00000,     0.04770,     1.92400,     2.29749,     0.00000,     2.29749
   187,     0.00000,      0.00000,     0.03550,     1.92170,     2.29256,     0.00000,     2.29256
   188,     0.00000,      0.00000,     0.01820,     1.91500,     2.28804,     0.00000,     2.28804
   189,     0.00000,      0.00000,     0.00870,     1.90480,     2.28310,     0.00000,     2.28310
   190,     0.00800,      0.00000,     0.00760,     1.89600,     2.27740,     0.00000,     2.27740
   191,     0.00000,      0.00000,     0.00710,     1.88810,     2.27094,     0.00000,     2.27094
   192,     0.00000,      0.00000,     0.00000,     1.88590,     2.26375,     0.00000,     2.26375
   193,     0.00000,      0.00000,     0.00000,     1.87800,     2.25591,     0.00000,     2.25591
   194,     0.00000,      0.00000,     0.00000,     1.87910,     2.24783,     0.00000,     2.24783
   195,     0.00000,      0.00000,     0.00000,     1.88250,     2.23975,     0.00000,     2.23975
   196,     0.00100,      0.00000,     0.00000,     1.86280,     2.23167,     0.00000,     2.23167
   197,     0.01100,      0.00000,     0.00000,     1.85110,     2.22361,     0.00000,     2.22361
   198,     0.00000,      0.00000,     0.00000,     1.85220,     2.21559,     0.00000,     2.21559
   199,     0.00700,      0.00000,     0.00000,     1.84660,     2.20763,     0.00000,     2.20763
   200,     0.00000,      0.00000,     0.00000,     1.83540,     2.19975,     0.00000,     2.19975
   201,     0.01400,      0.00000,     0.00030,     1.83090,     2.19199,     0.00000,     2.19199
   202,     0.39700,      0.00000,     0.00160,     1.82180,     2.18476,     0.00003,     2.18473
   203,     0.03000,      0.00000,     0.00000,     1.80960,     2.17871,     0.00010,     2.17861
   204,     0.00900,      0.00000,     0.00000,     1.80290,     2.17443,     0.00017,     2.17426
   205,     0.02200,      0.00000,     0.00000,     1.79500,     2.17221,     0.00025,     2.17197
   206,     0.00700,      0.00000,     0.00000,     1.78600,     2.17207,     0.00032,     2.17175
   207,     0.01000,      0.00000,     0.01640,     1.77700,     2.17357,     0.00036,     2.17321
   208,     0.00900,      0.00000,     0.04840,     1.77590,     2.17534,     0.00031,     2.17503
   209,     0.00700,      0.00000,     0.06390,     1.77020,     2.17613,     0.00024,     2.17589
   210,     0.00700,      0.00000,     0.06460,     1.76800,     2.17509,     0.00016,     2.17493
   211,     0.00000,      0.00000,     0.05000,     1.76690,     2.17206,     0.00009,     2.17197
   212,     0.00000,      0.00000,     0.01910,     1.75560,     2.16708,     0.00002,     2.16706
   213,     0.00000,      0.00000,     0.00000,     1.74440,     2.16073,     0.00000,     2.16073
   214,     0.01100,      0.00000,     0.00000,     1.73480,     2.15363,     0.00000,     2.15363
   215,     0.00000,      0.00000,     0.00000,     1.72540,     2.14630,     0.00000,     2.14630
   216,     0.00000,      0.00000,     0.00000,     1.72200,     2.13887,     0.00000,     2.13887
   217,     0.00000,      0.00000,     0.00000,     1.71410,     2.13138,     0.00000,     2.13138
   218,     0.00000,      0.00000,     0.00000,     1.70740,     2.12386,     0.00000,     2.12386
   219,     0.00000,      0.00000,     0.00000,     1.70060,     2.11634,     0.00000,     2.11634
   220,     0.00000,      0.00000,     0.00100,     1.69500,     2.10877,     0.00000,     2.10877
   221,     0.00000,      0.00000,     0.00130,     1.69390,     2.10118,     0.00000,     2.10118
   222,     0.00000,      0.00000,     0.00310,     1.68820,     2.09357,     0.00000,     2.09357
   223,     0.00000,      0.00000,     0.00180,     1.67290,     2.08594,     0.00000,     2.08594
   224,     0.00400,      0.00000,     0.00000,     1.66500,     2.07831,     0.00000,     2.07831
   225,     0.00400,      0.00000,     0.00000,     1.66500,     2.07071,     0.00000,     2.07071
   226,     0.00400,      0.00000,     0.00000,     1.66500,     2.06318,     0.00000,     2.06318
   227,     0.00700,      0.00000,     0.00040,     1.66230,     2.05573,     0.00000,     2.05573
   228,     0.00700,      0.00000,     0.01250,     1.66360,     2.04839,     0.00000,     2.04839
   229,     0.01600,      0.00000,     0.00910,     1.65950,     2.04120,     0.00000,     2.04120
   230,     0.00000,      0.00000,     0.00930,     1.65400,     2.03417,     0.00000,     2.03417
   231,     0.00100,      0.00000,     0.01600,     1.65950,     2.02727,     0.00000,     2.02727
   232,     0.00000,      0.00000,     0.03860,     1.65810,     2.02046,     0.00000,     2.02046
   233,     0.01400,      0.00000,     0.03680,     1.66220,     2.01373,     0.00000,     2.01373
   234,     0.00800,      0.00000,     0.04070,     1.66230,     2.00703,     0.00000,     2.00703
   235,     0.00000,      0.00000,     0.03340,     1.68560,     2.00031,     0.00000,     2.00031
   236,     0.00000,      0.00000,     0.03310,     1.66080,     1.99356,     0.00000,     1.99356
   237,     0.00000,      0.00000,     0.03270,     1.66360,     1.98681,     0.00000,     1.98681
   238,     0.00000,      0.00000,     0.03190,     1.66760,     1.98004,     0.00000,     1.98004
   239,     0.00000,      0.00000,     0.02510,     1.66760,     1.97320,     0.00000,     1.97320
   240,     0.00000,      0.00000,     0.02430,     1.66500,     1.96627,     0.00000,     1.96627
   241,     0.00000,      0.00000,     0.02590,     1.66090,     1.95929,     0.00000,     1.95929
   242,     0.00000,      0.00000,     0.02310,     1.65400,     1.95223,     0.00000,     1.95223
   243,     0.00700,      0.00000,     0.02410,     1.65400,     1.94513,     0.00000,     1.94513
   244,     0.00000,      0.00000,     0.02920,     1.65400,     1.93804,     0.00000,     1.93804
   245,     0.00000,      0.00000,     0.03470,     1.64990,     1.93100,     0.00000,     1.93100
   246,     0.73200,      0.00000,     0.02360,     1.64300,     1.92462,     0.00024,     1.92437
   247,     2.34400,      0.00000,     0.01160,     1.66210,     1.93024,     0.01138,     1.91886
   248,     1.90400,      0.00000,     0.01160,     1.69160,     1.98274,     0.06756,     1.91518
   249,     4.43200,      0.00000,     0.00870,     1.76200,     2.24215,     0.32818,     1.91397
   250,     1.52900,      0.00000,     0.00220,     1.88480,     2.90170,     0.98574,     1.91596
   251,     0.31700,      0.00000,     0.00000,     2.10930,     4.00743,     2.08594,     1.92149
   252,     0.01100,      0.00000,     0.00000,     2.78210,     5.51106,     3.58117,     1.92989
   253,     0.01400,      0.00000,     0.00000,     3.91860,     7.31142,     5.37100,     1.94043
   254,     0.00000,      0.00000,     0.00000,     5.15280,     9.16203,     7.20962,     1.95242
   255,     0.01500,      0.00000,     0.01980,     6.70240,    10.58241,     8.61728,     1.96513
   256,     0.00100,      0.00000,     0.04680,     9.36040,    11.36838,     9.39046,     1.97793
   257,     0.00700,      0.00000,     0.04470,    10.45390,    11.54175,     9.55108,     1.99067
   258,     0.39500,      0.00000,     0.04080,     9.82880,    11.20796,     9.20459,     2.00337
   259,     0.31400,      0.00000,     0.01640,     8.61960,    10.51616,     8.50014,     2.01602
   260,     0.12200,      0.00000,     0.02920,     7.52780,     9.75215,     7.72352,     2.02863
   261,     0.27200,      0.00000,     0.00000,     6.67640,     9.09914,     7.05795,     2.04119
   262,     0.01800,      0.00000,     0.00000,     6.16250,     8.60081,     6.54711,     2.05370
   263,     0.00000,      0.00000,     0.00000,     5.82050,     8.22781,     6.16164,     2.06617
   264,     0.00700,      0.00000,     0.00000,     5.42340,     7.91385,     5.83526,     2.07859
   265,     0.00000,      0.00000,     0.00000,     5.17350,     7.61295,     5.52198,     2.09097
   266,     0.00700,      0.00000,     0.00000,     5.01540,     7.30053,     5.19723,     2.10330
