HBVX 2009 Version 3.8: HBV model. Coding by: N. Kayastha, D.L Shrestha and D. P. Solomatine, 2007
12-6-2014 7:06:40
Name of Catchment: Brue
Output to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\output.asc
State variable to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\state.asc
Input calibration(CAL) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\caldata.cal  (1000 time points)
Input initial condition(INI) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\init.ini
Input parameter(PIN) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\g.pin  with values:
           138.9100,           0.4973,           1.4056,           2.2471,           0.0016,           0.0037,           0.1454,           0.0358,          10.5840,           0.0000,           0.0000,           0.0000,           0.0000, 
Calculated error value(s), excluding initial warmup period of 100 Time steps:-
  (2) Coefficient of efficiency               :        0,9362
  (3) Weighted root mean squared error        :        1,1139
  (10) RMSE of LOW flow events                 :        0,4599
  (11) RMSE of PEAK flow events                :        4,7800

Time step 1 corresponds to starting date(YYYYMMDDHH)1994120720 
Time,Rainfall,     Snowfall,    ActualET,    Qrec,        Qcomp,       SurfaceFlow,  Baseflow
   563,     0.05100,      0.00000,     0.00120,     6.93090,     6.70212,     3.44518,     3.25694
   564,     0.16200,      0.00000,     0.00010,     7.01590,     6.62935,     3.36435,     3.26500
   565,     0.01900,      0.00000,     0.00000,     6.86080,     6.52643,     3.25341,     3.27302
   566,     0.02600,      0.00000,     0.00000,     6.68350,     6.39923,     3.11821,     3.28102
   567,     0.00100,      0.00000,     0.02060,     6.52050,     6.26725,     2.97827,     3.28899
   568,     0.00400,      0.00000,     0.07030,     6.37670,     6.11818,     2.82125,     3.29692
   569,     0.45400,      0.00000,     0.02940,     6.26710,     5.95744,     2.65261,     3.30483
   570,     1.18800,      0.00000,     0.02280,     6.17790,     5.82158,     2.50887,     3.31271
   571,     0.00400,      0.00000,     0.03960,     6.06450,     5.73546,     2.41490,     3.32056
   572,     0.00400,      0.00000,     0.02700,     5.92200,     5.70030,     2.37192,     3.32839
   573,     0.00000,      0.00000,     0.02730,     5.86800,     5.72367,     2.38749,     3.33618
   574,     0.20000,      0.00000,     0.02590,     5.82300,     5.80050,     2.45655,     3.34394
   575,     0.19700,      0.00000,     0.02110,     5.85450,     5.89053,     2.53885,     3.35168
   576,     0.06200,      0.00000,     0.01570,     5.92500,     5.92521,     2.56583,     3.35939
   577,     0.00000,      0.00000,     0.01500,     6.03000,     5.90732,     2.54026,     3.36707
   578,     0.00000,      0.00000,     0.01210,     6.04050,     5.84185,     2.46713,     3.37472
   579,     0.00100,      0.00000,     0.00000,     5.90850,     5.73077,     2.34843,     3.38234
   580,     0.00400,      0.00000,     0.00000,     5.73360,     5.57975,     2.18981,     3.38994
   581,     0.00000,      0.00000,     0.00000,     5.56460,     5.42065,     2.02314,     3.39751
   582,     0.00000,      0.00000,     0.00000,     5.42760,     5.25895,     1.85391,     3.40505
   583,     0.00000,      0.00000,     0.00000,     5.29410,     5.09477,     1.68221,     3.41256
   584,     0.00000,      0.00000,     0.00000,     5.17200,     4.92899,     1.50894,     3.42004
   585,     0.00000,      0.00000,     0.00000,     5.05320,     4.76831,     1.34081,     3.42750
   586,     0.00000,      0.00000,     0.00000,     4.93610,     4.61957,     1.18464,     3.43493
   587,     0.00000,      0.00000,     0.00000,     4.82410,     4.48482,     1.04249,     3.44233
   588,     0.00000,      0.00000,     0.00000,     4.71880,     4.36325,     0.91354,     3.44971
   589,     0.00000,      0.00000,     0.00000,     4.61920,     4.25374,     0.79668,     3.45706
   590,     0.00000,      0.00000,     0.00210,     4.51750,     4.15534,     0.69096,     3.46438
   591,     0.03600,      0.00000,     0.02610,     4.42340,     4.06747,     0.59579,     3.47167
   592,     0.07000,      0.00000,     0.03920,     4.34090,     3.98989,     0.51095,     3.47894
   593,     0.00000,      0.00000,     0.07560,     4.26840,     3.92216,     0.43597,     3.48618
   594,     0.00100,      0.00000,     0.09450,     4.22700,     3.86350,     0.37010,     3.49340
   595,     0.00400,      0.00000,     0.07720,     4.11890,     3.81323,     0.31265,     3.50059
   596,     0.00000,      0.00000,     0.05650,     4.05010,     3.77051,     0.26276,     3.50775
   597,     0.00000,      0.00000,     0.02830,     4.01300,     3.73384,     0.21895,     3.51488
   598,     0.08500,      0.00000,     0.01670,     3.96620,     3.70191,     0.17992,     3.52199
   599,     0.31500,      0.00000,     0.01550,     3.92910,     3.67523,     0.14615,     3.52908
   600,     0.00000,      0.00000,     0.00710,     3.91260,     3.65398,     0.11785,     3.53613
   601,     0.00000,      0.00000,     0.02030,     3.88820,     3.63761,     0.09444,     3.54317
   602,     0.00000,      0.00000,     0.03210,     3.86270,     3.62593,     0.07576,     3.55017
   603,     0.00000,      0.00000,     0.03450,     3.83800,     3.61884,     0.06169,     3.55715
   604,     0.00000,      0.00000,     0.02850,     3.80290,     3.61474,     0.05063,     3.56411
   605,     0.01400,      0.00000,     0.03760,     3.75940,     3.61142,     0.04039,     3.57104
   606,     0.00000,      0.00000,     0.04280,     3.71900,     3.60893,     0.03099,     3.57794
   607,     0.00700,      0.00000,     0.02240,     3.68140,     3.60710,     0.02254,     3.58455
   608,     0.00000,      0.00000,     0.01650,     3.63290,     3.60533,     0.01507,     3.59026
   609,     0.00000,      0.00000,     0.01540,     3.59680,     3.60319,     0.00883,     3.59435
   610,     0.00700,      0.00000,     0.01560,     3.55800,     3.60076,     0.00464,     3.59613
   611,     0.00000,      0.00000,     0.01190,     3.51540,     3.59706,     0.00217,     3.59489
   612,     0.00000,      0.00000,     0.00150,     3.47920,     3.59109,     0.00087,     3.59022
   613,     0.00000,      0.00000,     0.00320,     3.44100,     3.58277,     0.00028,     3.58249
   614,     0.00000,      0.00000,     0.00000,     3.39860,     3.57250,     0.00006,     3.57244
   615,     0.00000,      0.00000,     0.03500,     3.35620,     3.56076,     0.00001,     3.56075
   616,     0.00700,      0.00000,     0.08050,     3.31680,     3.54814,     0.00000,     3.54814
   617,     0.01400,      0.00000,     0.11330,     3.28140,     3.53531,     0.00000,     3.53531
   618,     0.00000,      0.00000,     0.10850,     3.24200,     3.52255,     0.00000,     3.52255
   619,     0.00000,      0.00000,     0.08670,     3.20960,     3.50990,     0.00000,     3.50990
   620,     0.00700,      0.00000,     0.07550,     3.16900,     3.49736,     0.00000,     3.49736
   621,     0.00100,      0.00000,     0.00930,     3.14450,     3.48496,     0.00000,     3.48496
   622,     0.00000,      0.00000,     0.00000,     3.12490,     3.47264,     0.00000,     3.47264
   623,     0.00000,      0.00000,     0.00000,     3.08500,     3.46031,     0.00000,     3.46031
   624,     0.00000,      0.00000,     0.00000,     3.04760,     3.44796,     0.00000,     3.44796
   625,     0.00000,      0.00000,     0.00000,     3.01910,     3.43559,     0.00000,     3.43559
   626,     0.00000,      0.00000,     0.00000,     2.99450,     3.42316,     0.00000,     3.42316
   627,     0.00000,      0.00000,     0.00000,     2.96910,     3.41070,     0.00000,     3.41070
   628,     0.00000,      0.00000,     0.00000,     2.94850,     3.39824,     0.00000,     3.39824
   629,     0.00000,      0.00000,     0.00000,     2.92600,     3.38581,     0.00000,     3.38581
   630,     0.00000,      0.00000,     0.00000,     2.90390,     3.37340,     0.00000,     3.37340
   631,     0.00000,      0.00000,     0.00000,     2.87750,     3.36103,     0.00000,     3.36103
   632,     0.00000,      0.00000,     0.00000,     2.85290,     3.34870,     0.00000,     3.34870
   633,     0.00000,      0.00000,     0.00000,     2.83150,     3.33642,     0.00000,     3.33642
   634,     0.00000,      0.00000,     0.00000,     2.80510,     3.32419,     0.00000,     3.32419
   635,     0.00000,      0.00000,     0.00000,     2.78050,     3.31200,     0.00000,     3.31200
   636,     0.00000,      0.00000,     0.00000,     2.75800,     3.29985,     0.00000,     3.29985
   637,     0.00000,      0.00000,     0.00000,     2.73550,     3.28775,     0.00000,     3.28775
   638,     0.00000,      0.00000,     0.00530,     2.71420,     3.27569,     0.00000,     3.27569
   639,     0.00800,      0.00000,     0.03140,     2.68680,     3.26370,     0.00000,     3.26370
   640,     0.03100,      0.00000,     0.06890,     2.66180,     3.25184,     0.00000,     3.25184
   641,     0.01300,      0.00000,     0.07540,     2.64180,     3.24022,     0.00000,     3.24022
   642,     0.00400,      0.00000,     0.03790,     2.62680,     3.22885,     0.00000,     3.22885
   643,     0.00000,      0.00000,     0.03720,     2.53600,     3.21776,     0.00000,     3.21776
   644,     0.00000,      0.00000,     0.02440,     2.35210,     3.20692,     0.00000,     3.20692
   645,     0.00000,      0.00000,     0.02560,     2.49160,     3.19622,     0.00000,     3.19622
   646,     0.00000,      0.00000,     0.01670,     2.56680,     3.18545,     0.00000,     3.18545
   647,     0.00000,      0.00000,     0.01520,     2.56800,     3.17451,     0.00000,     3.17451
   648,     0.00000,      0.00000,     0.01330,     2.56180,     3.16338,     0.00000,     3.16338
   649,     0.00000,      0.00000,     0.01470,     2.55180,     3.15207,     0.00000,     3.15207
   650,     0.00000,      0.00000,     0.01620,     2.54550,     3.14062,     0.00000,     3.14062
   651,     0.03700,      0.00000,     0.01750,     2.54180,     3.12920,     0.00000,     3.12920
   652,     0.16600,      0.00000,     0.01180,     2.53800,     3.11832,     0.00000,     3.11832
   653,     0.00000,      0.00000,     0.01470,     2.53690,     3.10837,     0.00000,     3.10837
   654,     0.02000,      0.00000,     0.01300,     2.52520,     3.09938,     0.00000,     3.09938
   655,     0.00400,      0.00000,     0.00850,     2.52400,     3.09140,     0.00000,     3.09140
   656,     0.11400,      0.00000,     0.00770,     2.51900,     3.08461,     0.00000,     3.08461
   657,     0.61800,      0.00000,     0.00490,     2.51650,     3.07915,     0.00013,     3.07902
   658,     0.36100,      0.00000,     0.00730,     2.51520,     3.07504,     0.00072,     3.07432
   659,     0.48200,      0.00000,     0.00720,     2.50900,     3.07356,     0.00247,     3.07109
   660,     0.46300,      0.00000,     0.01180,     2.50900,     3.07657,     0.00665,     3.06992
   661,     0.59300,      0.00000,     0.00850,     2.51520,     3.08688,     0.01564,     3.07124
   662,     0.70200,      0.00000,     0.01080,     2.53240,     3.10878,     0.03389,     3.07488
   663,     0.28600,      0.00000,     0.01350,     2.56420,     3.14533,     0.06463,     3.08069
   664,     0.26600,      0.00000,     0.01310,     2.59800,     3.19637,     0.10828,     3.08809
   665,     0.07000,      0.00000,     0.01560,     2.64920,     3.25895,     0.16254,     3.09641
   666,     0.06400,      0.00000,     0.02000,     2.74560,     3.32707,     0.22205,     3.10502
   667,     0.01800,      0.00000,     0.01960,     2.92080,     3.39109,     0.27746,     3.11363
   668,     0.04700,      0.00000,     0.01700,     3.30340,     3.44003,     0.31782,     3.12222
   669,     0.17000,      0.00000,     0.00900,     3.70310,     3.47016,     0.33939,     3.13076
   670,     0.30000,      0.00000,     0.00790,     3.92650,     3.48186,     0.34258,     3.13928
   671,     0.13000,      0.00000,     0.00810,     4.02400,     3.48001,     0.33224,     3.14777
   672,     0.06000,      0.00000,     0.00740,     4.01440,     3.47011,     0.31388,     3.15623
   673,     0.10000,      0.00000,     0.00560,     4.08860,     3.45985,     0.29520,     3.16465
   674,     0.01900,      0.00000,     0.00600,     4.05840,     3.45262,     0.27958,     3.17304
   675,     0.01200,      0.00000,     0.00970,     3.90480,     3.44749,     0.26608,     3.18141
   676,     0.11200,      0.00000,     0.00800,     3.84630,     3.44063,     0.25089,     3.18974
   677,     0.06200,      0.00000,     0.01020,     3.83800,     3.43108,     0.23304,     3.19804
   678,     0.08300,      0.00000,     0.01030,     3.84900,     3.41852,     0.21221,     3.20631
   679,     0.15500,      0.00000,     0.00710,     3.86000,     3.40314,     0.18859,     3.21455
   680,     0.06000,      0.00000,     0.00600,     3.85310,     3.38731,     0.16455,     3.22277
   681,     0.32500,      0.00000,     0.00530,     3.84080,     3.37457,     0.14363,     3.23095
   682,     0.80600,      0.00000,     0.00380,     3.81870,     3.36931,     0.13021,     3.23910
   683,     0.90900,      0.00000,     0.00510,     3.80500,     3.38031,     0.13309,     3.24722
   684,     0.14800,      0.00000,     0.00730,     3.79620,     3.41281,     0.15750,     3.25531
   685,     0.02600,      0.00000,     0.00530,     3.80920,     3.46438,     0.20101,     3.26337
   686,     0.05100,      0.00000,     0.00650,     3.86120,     3.53184,     0.26044,     3.27140
   687,     0.03500,      0.00000,     0.00690,     3.95530,     3.60821,     0.32881,     3.27940
   688,     0.02700,      0.00000,     0.01080,     4.09000,     3.67681,     0.38943,     3.28738
   689,     0.00400,      0.00000,     0.01680,     4.33440,     3.71931,     0.42399,     3.29532
   690,     0.83900,      0.00000,     0.01680,     4.88800,     3.74045,     0.43721,     3.30324
   691,     4.46700,      0.00000,     0.01300,     5.23600,     3.83600,     0.52488,     3.31112
   692,     0.94300,      0.00000,     0.01150,     5.32620,     4.12011,     0.80113,     3.31898
   693,     0.66800,      0.00000,     0.00140,     5.44980,     4.63703,     1.31023,     3.32681
   694,     0.19700,      0.00000,     0.00000,     6.05560,     5.40544,     2.07084,     3.33461
   695,     0.00000,      0.00000,     0.00000,     7.22660,     6.40454,     3.06217,     3.34238
   696,     0.02700,      0.00000,     0.00000,     9.00710,     7.50739,     4.15727,     3.35012
   697,     0.01600,      0.00000,     0.00000,    12.05510,     8.42286,     5.06503,     3.35783
   698,     0.00500,      0.00000,     0.00000,    15.00450,     9.03934,     5.67382,     3.36552
   699,     0.04200,      0.00000,     0.00000,    16.27480,     9.30645,     5.93328,     3.37318
   700,     0.00400,      0.00000,     0.00000,    15.60420,     9.23901,     5.85821,     3.38080
   701,     0.52800,      0.00000,     0.00000,    13.83200,     8.90874,     5.52034,     3.38841
   702,     0.05000,      0.00000,     0.00000,    11.92660,     8.49409,     5.09811,     3.39598
   703,     0.01100,      0.00000,     0.00000,    10.33680,     8.08649,     4.68296,     3.40352
   704,     0.00700,      0.00000,     0.00000,     9.22400,     7.73310,     4.32206,     3.41104
   705,     0.03100,      0.00000,     0.00000,     8.48990,     7.44415,     4.02562,     3.41853
   706,     0.01400,      0.00000,     0.00000,     7.95520,     7.20082,     3.77482,     3.42600
   707,     0.03300,      0.00000,     0.00000,     7.51750,     6.95861,     3.52517,     3.43343
   708,     0.00000,      0.00000,     0.00000,     7.17420,     6.71207,     3.27123,     3.44084
   709,     0.01900,      0.00000,     0.00000,     6.86390,     6.46093,     3.01271,     3.44822
   710,     0.00600,      0.00000,     0.00000,     6.57710,     6.20634,     2.75076,     3.45557
   711,     0.02200,      0.00000,     0.02220,     6.29760,     5.94949,     2.48659,     3.46290
   712,     0.00400,      0.00000,     0.05800,     6.05110,     5.71043,     2.24023,     3.47020
   713,     0.00000,      0.00000,     0.08560,     5.82010,     5.49214,     2.01467,     3.47748
   714,     0.00000,      0.00000,     0.09730,     5.55910,     5.29284,     1.80812,     3.48472
   715,     0.00000,      0.00000,     0.08510,     5.31040,     5.10996,     1.61802,     3.49194
   716,     0.00000,      0.00000,     0.07730,     5.23900,     4.94233,     1.44319,     3.49914
   717,     0.00000,      0.00000,     0.00860,     5.15000,     4.78821,     1.28191,     3.50630
   718,     0.00000,      0.00000,     0.00000,     5.06600,     4.64722,     1.13378,     3.51344
   719,     0.00000,      0.00000,     0.00000,     4.88590,     4.51846,     0.99790,     3.52056
   720,     0.00000,      0.00000,     0.00000,     4.76440,     4.40139,     0.87374,     3.52765
   721,     0.00000,      0.00000,     0.00000,     4.66040,     4.29536,     0.76065,     3.53471
   722,     0.00000,      0.00000,     0.00000,     4.56290,     4.20004,     0.65829,     3.54175
   723,     0.00000,      0.00000,     0.00000,     4.47250,     4.11480,     0.56604,     3.54876
   724,     0.00000,      0.00000,     0.00000,     4.38550,     4.03889,     0.48315,     3.55574
   725,     0.00100,      0.00000,     0.00000,     4.30450,     3.97165,     0.40894,     3.56270
   726,     0.00000,      0.00000,     0.00000,     4.24070,     3.91244,     0.34280,     3.56964
   727,     0.00000,      0.00000,     0.00000,     4.17110,     3.86071,     0.28416,     3.57655
   728,     0.00000,      0.00000,     0.00000,     4.10380,     3.81594,     0.23251,     3.58343
   729,     0.00000,      0.00000,     0.00000,     4.04190,     3.77767,     0.18738,     3.59029
   730,     0.00000,      0.00000,     0.00000,     3.98280,     3.74546,     0.14834,     3.59712
   731,     0.00800,      0.00000,     0.00000,     3.91960,     3.71888,     0.11495,     3.60393
   732,     0.00700,      0.00000,     0.00120,     3.85310,     3.69757,     0.08685,     3.61071
   733,     0.03700,      0.00000,     0.00200,     3.79870,     3.68114,     0.06367,     3.61747
   734,     0.03600,      0.00000,     0.00370,     3.74200,     3.66923,     0.04502,     3.62420
   735,     0.05000,      0.00000,     0.01220,     3.69320,     3.66141,     0.03050,     3.63091
   736,     0.00400,      0.00000,     0.02590,     3.64360,     3.65705,     0.01964,     3.63741
   737,     0.00400,      0.00000,     0.02360,     3.60200,     3.65506,     0.01190,     3.64316
   738,     0.00700,      0.00000,     0.04490,     3.56860,     3.65419,     0.00672,     3.64747
   739,     0.00000,      0.00000,     0.02350,     3.50850,     3.65312,     0.00347,     3.64964
   740,     0.00700,      0.00000,     0.02120,     3.28260,     3.65060,     0.00162,     3.64899
   741,     0.00400,      0.00000,     0.00710,     3.36420,     3.64566,     0.00066,     3.64500
   742,     0.00700,      0.00000,     0.00080,     3.43960,     3.63811,     0.00022,     3.63788
   743,     0.01800,      0.00000,     0.00150,     3.43010,     3.62841,     0.00006,     3.62835
   744,     0.06100,      0.00000,     0.00090,     3.41460,     3.61726,     0.00001,     3.61726
   745,     0.06500,      0.00000,     0.00090,     3.39490,     3.60559,     0.00000,     3.60559
   746,     0.13900,      0.00000,     0.00210,     3.39070,     3.59444,     0.00000,     3.59444
   747,     0.01800,      0.00000,     0.00330,     3.34310,     3.58451,     0.00000,     3.58451
   748,     0.01100,      0.00000,     0.00260,     3.32360,     3.57584,     0.00000,     3.57584
   749,     0.01400,      0.00000,     0.00190,     3.31020,     3.56825,     0.00000,     3.56825
   750,     0.01800,      0.00000,     0.00120,     3.29060,     3.56129,     0.00000,     3.56129
   751,     0.01500,      0.00000,     0.00060,     3.27610,     3.55430,     0.00000,     3.55430
   752,     0.00500,      0.00000,     0.00030,     3.26580,     3.54640,     0.00000,     3.54640
   753,     0.07100,      0.00000,     0.00010,     3.25240,     3.53759,     0.00000,     3.53759
   754,     0.10000,      0.00000,     0.00070,     3.24480,     3.52825,     0.00000,     3.52825
   755,     0.03600,      0.00000,     0.00060,     3.22760,     3.51879,     0.00000,     3.51879
   756,     0.00800,      0.00000,     0.00050,     3.21630,     3.50949,     0.00000,     3.50949
   757,     0.04300,      0.00000,     0.00090,     3.20310,     3.50087,     0.00000,     3.50087
   758,     0.02700,      0.00000,     0.00340,     3.19020,     3.49305,     0.00000,     3.49305
   759,     0.03000,      0.00000,     0.00960,     3.18090,     3.48554,     0.00000,     3.48554
   760,     0.16700,      0.00000,     0.01180,     3.16660,     3.47807,     0.00000,     3.47807
   761,     0.20800,      0.00000,     0.01390,     3.15580,     3.47117,     0.00000,     3.47117
   762,     0.93800,      0.00000,     0.02120,     3.14700,     3.46602,     0.00058,     3.46544
   763,     0.00400,      0.00000,     0.03740,     3.14320,     3.46343,     0.00210,     3.46133
   764,     0.00000,      0.00000,     0.02970,     3.13700,     3.46373,     0.00416,     3.45957
   765,     0.00700,      0.00000,     0.02050,     3.13290,     3.46719,     0.00648,     3.46071
   766,     0.00000,      0.00000,     0.01550,     3.13690,     3.47318,     0.00890,     3.46428
   767,     0.00000,      0.00000,     0.00000,     3.16110,     3.48038,     0.01075,     3.46962
   768,     0.00000,      0.00000,     0.00000,     3.19550,     3.48652,     0.01061,     3.47591
   769,     0.00000,      0.00000,     0.00000,     3.22000,     3.49113,     0.00919,     3.48194
   770,     0.00000,      0.00000,     0.00000,     3.24480,     3.49357,     0.00710,     3.48647
   771,     0.00000,      0.00000,     0.00000,     3.27070,     3.49343,     0.00473,     3.48870
   772,     0.00000,      0.00000,     0.00000,     3.26440,     3.49030,     0.00240,     3.48790
   773,     0.00000,      0.00000,     0.00270,     3.23040,     3.48463,     0.00098,     3.48365
   774,     0.01100,      0.00000,     0.00000,     3.18870,     3.47665,     0.00032,     3.47632
   775,     0.00700,      0.00000,     0.00000,     3.15090,     3.46674,     0.00007,     3.46667
   776,     0.00400,      0.00000,     0.00000,     3.12610,     3.45544,     0.00001,     3.45544
   777,     0.00000,      0.00000,     0.00000,     3.10190,     3.44334,     0.00000,     3.44334
   778,     0.00700,      0.00000,     0.00000,     3.06690,     3.43107,     0.00000,     3.43107
   779,     0.01800,      0.00000,     0.00000,     3.03340,     3.41894,     0.00000,     3.41894
   780,     0.00700,      0.00000,     0.00090,     3.01010,     3.40694,     0.00000,     3.40694
   781,     0.01400,      0.00000,     0.00070,     2.98950,     3.39509,     0.00000,     3.39509
   782,     0.00700,      0.00000,     0.00070,     2.96640,     3.38339,     0.00000,     3.38339
   783,     0.00000,      0.00000,     0.01250,     2.95980,     3.37185,     0.00000,     3.37185
   784,     0.00000,      0.00000,     0.01700,     2.94470,     3.36040,     0.00000,     3.36040
   785,     0.00000,      0.00000,     0.03690,     2.93350,     3.34895,     0.00000,     3.34895
   786,     0.00000,      0.00000,     0.03930,     2.91410,     3.33745,     0.00000,     3.33745
   787,     0.00000,      0.00000,     0.04480,     2.90380,     3.32583,     0.00000,     3.32583
   788,     0.00000,      0.00000,     0.04770,     2.88750,     3.31405,     0.00000,     3.31405
   789,     0.00000,      0.00000,     0.04010,     2.86990,     3.30214,     0.00000,     3.30214
   790,     0.00000,      0.00000,     0.03440,     2.85900,     3.29015,     0.00000,     3.29015
   791,     0.00000,      0.00000,     0.04680,     2.85780,     3.27812,     0.00000,     3.27812
   792,     0.00000,      0.00000,     0.04810,     2.84280,     3.26610,     0.00000,     3.26610
   793,     0.00000,      0.00000,     0.05120,     2.83900,     3.25412,     0.00000,     3.25412
   794,     0.00800,      0.00000,     0.05040,     2.83280,     3.24221,     0.00000,     3.24221
   795,     0.00700,      0.00000,     0.04630,     2.82270,     3.23037,     0.00000,     3.23037
   796,     0.00700,      0.00000,     0.03640,     2.79740,     3.21865,     0.00000,     3.21865
   797,     0.00100,      0.00000,     0.02820,     2.76920,     3.20704,     0.00000,     3.20704
   798,     0.00800,      0.00000,     0.02230,     2.73800,     3.19557,     0.00000,     3.19557
   799,     0.00000,      0.00000,     0.02470,     2.71680,     3.18424,     0.00000,     3.18424
   800,     0.00100,      0.00000,     0.02190,     2.69550,     3.17298,     0.00000,     3.17298
   801,     0.00000,      0.00000,     0.02150,     2.68050,     3.16175,     0.00000,     3.16175
   802,     0.16900,      0.00000,     0.01580,     2.66050,     3.15088,     0.00000,     3.15088
   803,     0.40300,      0.00000,     0.01570,     2.64430,     3.14109,     0.00003,     3.14106
   804,     0.06900,      0.00000,     0.01160,     2.63800,     3.13305,     0.00010,     3.13295
   805,     0.00000,      0.00000,     0.01050,     2.63180,     3.12747,     0.00018,     3.12728
   806,     0.06200,      0.00000,     0.01690,     2.62420,     3.12482,     0.00027,     3.12455
   807,     0.01700,      0.00000,     0.02260,     2.61550,     3.12493,     0.00035,     3.12458
   808,     0.01400,      0.00000,     0.04350,     2.61300,     3.12646,     0.00040,     3.12606
   809,     0.01700,      0.00000,     0.05270,     2.61550,     3.12799,     0.00035,     3.12763
   810,     0.00400,      0.00000,     0.06250,     2.61180,     3.12821,     0.00027,     3.12794
   811,     0.00400,      0.00000,     0.04870,     2.60680,     3.12600,     0.00019,     3.12581
   812,     0.46300,      0.00000,     0.01110,     2.59180,     3.12135,     0.00016,     3.12120
   813,     0.29800,      0.00000,     0.01210,     2.58800,     3.11557,     0.00029,     3.11528
   814,     0.00700,      0.00000,     0.02480,     2.59420,     3.11001,     0.00064,     3.10937
   815,     0.00000,      0.00000,     0.02180,     2.59800,     3.10584,     0.00106,     3.10478
   816,     0.01500,      0.00000,     0.02910,     2.59800,     3.10428,     0.00148,     3.10280
   817,     0.00000,      0.00000,     0.03770,     2.59920,     3.10553,     0.00186,     3.10367
   818,     0.00700,      0.00000,     0.04230,     2.61050,     3.10809,     0.00198,     3.10611
   819,     0.00000,      0.00000,     0.03770,     2.63180,     3.11049,     0.00172,     3.10878
   820,     0.11100,      0.00000,     0.02440,     2.64180,     3.11185,     0.00132,     3.11053
   821,     0.04600,      0.00000,     0.01200,     2.65300,     3.11126,     0.00089,     3.11037
   822,     0.00500,      0.00000,     0.00940,     2.67550,     3.10806,     0.00048,     3.10759
   823,     0.01600,      0.00000,     0.00500,     2.69800,     3.10291,     0.00015,     3.10276
   824,     0.05400,      0.00000,     0.00280,     2.70800,     3.09675,     0.00003,     3.09673
   825,     0.01000,      0.00000,     0.00630,     2.69800,     3.09010,     0.00000,     3.09010
   826,     0.00000,      0.00000,     0.01470,     2.66800,     3.08280,     0.00000,     3.08280
   827,     0.00000,      0.00000,     0.02310,     2.63920,     3.07508,     0.00000,     3.07508
   828,     0.00000,      0.00000,     0.01690,     2.61680,     3.06698,     0.00000,     3.06698
   829,     0.00000,      0.00000,     0.00000,     2.59550,     3.05830,     0.00000,     3.05830
   830,     0.00400,      0.00000,     0.00000,     2.57800,     3.04874,     0.00000,     3.04874
   831,     0.00000,      0.00000,     0.01000,     2.56420,     3.03862,     0.00000,     3.03862
   832,     0.00000,      0.00000,     0.03150,     2.54190,     3.02817,     0.00000,     3.02817
   833,     0.00000,      0.00000,     0.03790,     2.52150,     3.01744,     0.00000,     3.01744
   834,     0.00800,      0.00000,     0.05100,     2.50280,     3.00651,     0.00000,     3.00651
   835,     0.00000,      0.00000,     0.03390,     2.49150,     2.99558,     0.00000,     2.99558
   836,     0.00000,      0.00000,     0.03590,     2.46910,     2.98471,     0.00000,     2.98471
   837,     0.00800,      0.00000,     0.02930,     2.45250,     2.97390,     0.00000,     2.97390
   838,     0.00000,      0.00000,     0.00930,     2.44380,     2.96318,     0.00000,     2.96318
   839,     0.00400,      0.00000,     0.00000,     2.42790,     2.95254,     0.00000,     2.95254
   840,     0.00000,      0.00000,     0.00000,     2.37890,     2.94194,     0.00000,     2.94194
   841,     0.00000,      0.00000,     0.00000,     2.36820,     2.93138,     0.00000,     2.93138
   842,     0.00000,      0.00000,     0.00000,     2.38510,     2.92086,     0.00000,     2.92086
   843,     0.00000,      0.00000,     0.00000,     2.42640,     2.91033,     0.00000,     2.91033
   844,     0.00800,      0.00000,     0.00150,     2.39350,     2.89981,     0.00000,     2.89981
   845,     0.00800,      0.00000,     0.00230,     2.34240,     2.88933,     0.00000,     2.88933
   846,     0.00000,      0.00000,     0.00100,     2.31340,     2.87890,     0.00000,     2.87890
   847,     0.00000,      0.00000,     0.00300,     2.28790,     2.86853,     0.00000,     2.86853
   848,     0.00000,      0.00000,     0.00430,     2.26880,     2.85824,     0.00000,     2.85824
   849,     0.00000,      0.00000,     0.01280,     2.25290,     2.84802,     0.00000,     2.84802
   850,     0.00000,      0.00000,     0.01280,     2.23390,     2.83782,     0.00000,     2.83782
   851,     0.00000,      0.00000,     0.01070,     2.21450,     2.82761,     0.00000,     2.82761
   852,     0.00000,      0.00000,     0.01590,     2.19540,     2.81739,     0.00000,     2.81739
   853,     0.00400,      0.00000,     0.00910,     2.18460,     2.80715,     0.00000,     2.80715
   854,     0.00000,      0.00000,     0.00370,     2.16910,     2.79690,     0.00000,     2.79690
   855,     0.02400,      0.00000,     0.03690,     2.15380,     2.78672,     0.00000,     2.78672
   856,     0.02400,      0.00000,     0.08100,     2.14620,     2.77673,     0.00000,     2.77673
   857,     0.00800,      0.00000,     0.11340,     2.13660,     2.76699,     0.00000,     2.76699
   858,     0.00600,      0.00000,     0.11500,     2.13100,     2.75753,     0.00000,     2.75753
